baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
FBgn0028743	610.765398771994	-0.165817102783883	0.0815488382776372	-2.03334720991795	0.0420174566952236	0.281324701440128	Dhit
FBgn0028744	1819.93967250822	-0.0108590651989155	0.0603472709989694	-0.179942937255622	0.857197366275605	0.952853926662468	CG5033
FBgn0028746	355.844193195666	-0.103100951306154	0.0911608130183357	-1.13097884817478	0.258063994235987	0.61235633393093	CG18508
FBgn0028789	16.8115470652537	0.41578400449461	0.313943152942182	1.32439265070126	0.185372674120023	0.535252416618571	Doc1
FBgn0028833	1192.4512486935	0.010604585859196	0.0571520703264354	0.18555033612301	0.852797403123419	0.951680944867637	Dak1
FBgn0028836	890.211965886777	-0.0675740576986289	0.0576712041612911	-1.17171227272526	0.24131259401743	0.595124262703162	CSN7
FBgn0028837	918.403491761258	-0.0731508838969852	0.0857884413483423	-0.852689275469611	0.393831639749316	0.72271465305712	CSN6
FBgn0028841	34.5957972783392	0.644016787713591	0.283239172685273	2.27375606844185	0.0229806569799448	0.205550979825849	jhamt
FBgn0028847	0.0466204948570241	0	3.95087700848185	0	1	NA	CG9014
FBgn0028848	0.531550175979371	-0.881486255526173	1.67421025039362	-0.526508695857601	0.598534811720388	NA	CG7311
FBgn0028852	0.13963198173931	0.257358366841836	3.95087700848185	0.0651395541519851	0.94806288763189	NA	CG15262
FBgn0028853	0.58271738204282	2.86148225551319	2.78597596339456	1.02710227694378	0.304372306629983	NA	CG15263
FBgn0028855	11.3163569073316	1.93021269353671	0.801488463197845	2.40828506231442	0.0160276608484914	0.167660668345368	CG15282
FBgn0028856	0.104752179965226	0	3.95087700848185	0	1	NA	CG18063
FBgn0028857	0.0466204948570241	0	3.95087700848185	0	1	NA	CG12448
FBgn0028862	44.3683838729051	0.0148795344522092	0.214760993720972	0.0692841572131178	0.944763436144278	0.982193883841254	dao
FBgn0028863	168.699851469755	0.0285417731279989	0.169474588812442	0.168413290322753	0.866258153270701	0.95573798945086	CG4587
FBgn0028864	0	NA	NA	NA	NA	NA	CG18477
FBgn0028866	0.2074320441729	0.257353862853578	3.95087700848185	0.0651384141549039	0.94806379529028	NA	CG18420
FBgn0028867	0.214058229200237	0.738263215415867	2.81630506540545	0.262138936752429	0.793214328878081	NA	NA
FBgn0028870	0	NA	NA	NA	NA	NA	CG4691
FBgn0028872	172.765310630384	0.200761042218492	0.179433172496074	1.11886246799144	0.263198816852845	0.616000923223285	CG18095
FBgn0028875	104.103254044126	0.0237225339024838	0.237903232795298	0.099715054830279	0.920570548087942	0.97480703879903	nAChRalpha5
FBgn0028878	0	NA	NA	NA	NA	NA	CG15269
FBgn0028879	81.8639094539389	0.0883922299626754	0.199637023720027	0.442764715259619	0.657935927639475	0.865089479371869	CG15270
FBgn0028880	0	NA	NA	NA	NA	NA	CG15256
FBgn0028884	0.0466204948570241	0	3.95087700848185	0	1	NA	CG4892
FBgn0028886	331.062237075705	0.347452518927941	0.140814235671816	2.46745307582196	0.0136078055387074	0.153624152722139	CG15279
FBgn0028887	0.0466204948570241	0	3.95087700848185	0	1	NA	CG3491
FBgn0028888	54.6842928338887	0.331597055431235	0.228093057936352	1.45377969163693	0.146007395633804	0.480628363556221	CG4168
FBgn0028892	0	NA	NA	NA	NA	NA	CG4161
FBgn0028893	0.585006774022556	0.126398064297377	1.92274582026187	0.0657383118274894	0.947586169940676	NA	CG31819
FBgn0028894	457.65401705615	0.0901291687254917	0.0730016988405388	1.23461741516955	0.216972924473936	0.571210055061297	GMF
FBgn0028895	374.662743132833	-0.0473901226799268	0.160545305555409	-0.295182238533728	0.767854669410386	0.915049728575559	CG17328
FBgn0028896	2.39385796013692	0.654796312396233	0.94241784253994	0.694804663960385	0.487177724941105	NA	CG17329
FBgn0028897	244.586533999261	-0.0676991392516349	0.138405136936715	-0.489137475313435	0.624744371562152	0.850194698336782	CG4935
FBgn0028899	28.3808111604752	0.070452133582957	0.234819680063328	0.300026529139112	0.764156919921799	0.914018537599375	CG31817
FBgn0028900	0	NA	NA	NA	NA	NA	CG18518
FBgn0028902	0.250253912185053	-0.644370553591706	3.32086663189746	-0.19403686598023	0.846147015561965	NA	Tektin-A
FBgn0028903	0.129989462399047	-0.944855221683139	3.95087700848185	-0.239150755554956	0.810988686137506	NA	CG13243
FBgn0028916	2202.13737670911	-0.0873515013898857	0.103803295182616	-0.841509908102753	0.400062336704943	0.726038200439972	CG33090
FBgn0028919	440.759861157656	-0.0530732339139321	0.125235034045831	-0.423789032504351	0.671719677341853	0.872197279833607	CG16865
FBgn0028920	2449.3672575805	0.0157107000342469	0.17230179470833	0.0911812907163373	0.92734854086423	0.97780545232186	CG8997
FBgn0028926	138.169321087049	-0.320345173619176	0.205777129680637	-1.55675790655816	0.119527974571015	0.442145095293013	NC2beta
FBgn0028931	132.260982706991	-0.0883454812544131	0.139498742077037	-0.633306651651564	0.526533410424283	0.803187836643488	CG16863
FBgn0028932	247.660688828208	-0.19545554377689	0.113370533160362	-1.72404185045526	0.0847002883317151	0.38025858787708	CG16890
FBgn0028936	277.214054055526	0.340205840300611	0.262967487965024	1.2937182574671	0.195762756580755	0.547890710824753	NimB5
FBgn0028938	1.85607836692305	-1.33886533413114	1.07162147898316	-1.24938269751887	0.2115251338098	NA	CG16886
FBgn0028939	7.36139051819446	-0.307592694878945	0.549846538716649	-0.559415533644844	0.575878162501385	0.825684510686812	NimC2
FBgn0028940	742.780504032021	0.270176454803437	0.16515428534811	1.63590338715076	0.101859808997782	0.409996125273575	Cyp28a5
FBgn0028943	0.0581316851082023	0	3.95087700848185	0	1	NA	CG15638
FBgn0028945	129.143633964979	-0.560332730157842	0.234530862761762	-2.38916415332097	0.0168867553411174	0.172744531822823	CG7631
FBgn0028946	3.60969369812565	0.812474454886645	0.716980725599603	1.13318869793492	0.257135019372903	NA	Or35a
FBgn0028947	0	NA	NA	NA	NA	NA	CG11865
FBgn0028948	8.33985939388698	-0.395978848870652	0.501629487289714	-0.789385111728801	0.429886954935492	0.745278392500293	CG15253
FBgn0028949	11.3908340615682	-0.0946437395893689	0.422009766248581	-0.224269074222372	0.822547938522845	0.937827944039591	CG15254
FBgn0028950	1838.94179521093	-0.320620059095518	0.149182992623523	-2.14917299523969	0.0316206891114517	0.24613381528559	CG15255
FBgn0028952	92.3735712624213	-0.234604943187605	0.1377600033268	-1.70299751395233	0.0885685336448921	0.387019415176223	Kebab
FBgn0028953	4234.03440882496	0.0157923534633693	0.0672163170354246	0.234948211385136	0.814248929424879	0.934811487194476	CG14478
FBgn0028956	231.818379546517	-0.0186606039770914	0.146615318195496	-0.127275950472033	0.898721994232243	0.968183157974624	mthl3
FBgn0028962	870.385381677202	0.00526361555786228	0.0778127934692184	0.0676446034538587	0.946068548269749	0.982608404420614	AlaRS-m
FBgn0028963	1.60295385749275	1.0738036286909	1.07690689794094	0.997118349547228	0.318707067258825	NA	Or49b
FBgn0028965	696.247302179543	-0.0205436897404358	0.101472670920401	-0.202455395665608	0.839560725418565	0.94508268128777	A16
FBgn0028968	2362.11089581199	-0.0449356529617257	0.0632635467484127	-0.710292977098272	0.477522473952268	0.776466473528775	gammaCOP
FBgn0028969	2110.34677710936	-0.0458483992107837	0.0870105255422284	-0.526929344755335	0.598242654906361	0.837697045640741	deltaCOP
FBgn0028970	349.249480946654	-0.0996191708383554	0.141106323385618	-0.705986581239982	0.480196482339379	0.777716735182214	betaggt-II
FBgn0028974	1401.84829641523	-0.0268729756703928	0.0875828629443819	-0.306829153181006	0.75897341685416	0.910169810369364	xmas-2
FBgn0028978	1119.24007872049	0.0273187462497952	0.0607153254171486	0.449948115440377	0.65274785257793	0.861653990080038	trbl
FBgn0028979	43.1040152387501	0.406145390196219	0.207989149715718	1.95272393175963	0.0508523163464482	0.30832356413784	tio
FBgn0028980	985.716057248266	-0.0978656927782836	0.106735194460754	-0.916901807999875	0.359194096474102	0.698000466540842	tant
FBgn0028982	3993.3584604906	-0.0939834617668128	0.0619027414326448	-1.51824393543337	0.128952915397192	0.454859091111194	Spt6
FBgn0028983	508.492741831477	0.0679305328618581	0.180008834950828	0.377373326594854	0.705896186362723	0.888307298612441	Spn55B
FBgn0028984	1902.4092597224	0.139103773051261	0.069631538443413	1.99771218848347	0.0457478720393214	0.291020961377977	Spn88Ea
FBgn0028986	1.31870354994877	0.311154615122587	1.1161231399245	0.278781618257314	0.780412421925549	NA	Spn38F
FBgn0028987	0.393097261395914	-2.30936702398595	2.50721616106392	-0.921088121498858	0.357004421378386	NA	Spn28F
FBgn0028988	561.895446632898	0.602912594472626	0.157331177872743	3.83212407498971	0.000127041635766693	0.0063814451852807	Spn42Dd
FBgn0028990	1358.13267095683	0.30328255835449	0.0840674374664498	3.60761036014124	0.000309030106628198	0.0122793343488197	Spn27A
FBgn0028992	1217.76677853428	-0.0486302632289701	0.0865302712709308	-0.562002898115346	0.574114044547909	0.824843559146072	sds22
FBgn0028993	57.4533432884255	0.158908030931839	0.218140957218419	0.7284649015853	0.46632904649473	0.769316501335767	scro
FBgn0028996	225.442611995883	0.0620510405560206	0.173210051143692	0.358241569391052	0.720162540898758	0.894958561320114	onecut
FBgn0028997	609.804643974348	-0.120685810723449	0.149086045763378	-0.809504404691206	0.418225070265121	0.738097244490101	nmdyn-D7
FBgn0028999	2.27229104633959	2.39248901766788	1.26086716970846	1.89749489489926	0.0577626519275705	NA	nerfin-1
FBgn0029002	379.182306153516	-0.163729357932156	0.097016332566948	-1.68764736410925	0.0914789414085406	0.392318941040546	miple2
FBgn0029003	35.5944468376843	0.0676080083328523	0.271131706373135	0.249354858704018	0.803086299975204	0.930786461518932	NA
FBgn0029006	3357.35591366514	0.0344767195492514	0.0752892555883008	0.457923501565458	0.647007401751129	0.860456438480596	Smurf
FBgn0029067	1564.30702673043	-0.00804388823599617	0.094321298774861	-0.0852817798363488	0.932037376340569	0.979795343325757	Dd
FBgn0029079	728.168583032476	-0.235234959547556	0.11111147962674	-2.11710761424281	0.0342507156242727	0.255954996970442	icln
FBgn0029082	26.325911438762	0.0339464287976254	0.298511862354912	0.11371886038239	0.909460661087318	0.971708897628405	hbs
FBgn0029084	0.118002948302722	0.738253711042866	3.95087700848185	0.186858186032611	0.851771824397845	NA	gom
FBgn0029088	1858.43088952423	0.0129154826045401	0.0905301894091341	0.142664924141173	0.886554819770672	0.963576805110385	disp
FBgn0029091	648.617723884043	0.226465747394766	0.13821462838147	1.63850780519212	0.101315807190631	0.409197713951166	CS-2
FBgn0029092	6978.14456287026	-0.00107976321945179	0.0396711330573495	-0.027217856820244	0.978285973299027	0.993188906214048	ced-6
FBgn0029093	6466.77420592098	0.146266044265561	0.0733210266867047	1.99487174246134	0.0460568701659087	0.292114121737202	cathD
FBgn0029094	2346.20780218599	-0.119960092434667	0.12039256115468	-0.99640784517029	0.319052022757366	0.670135106576565	asf1
FBgn0029095	597.199348983331	0.0498285514577338	0.122680808111732	0.406164193280765	0.684621961537465	0.878060853717025	aru
FBgn0029105	70.8323689679601	0.145578943813448	0.176232171141291	0.82606338485572	0.408768136761643	0.732182652141217	alpha-Catr
FBgn0029113	4126.90527202378	-0.0703739626440181	0.0839038634046793	-0.838745199426578	0.401612308398509	0.727334800872683	Uba2
FBgn0029114	1103.67042725145	-0.116819245615945	0.0689649102961342	-1.69389396889411	0.0902854332200636	0.390352537118179	Tollo
FBgn0029117	352.807916860023	-0.0731927945310925	0.0782686638182056	-0.935148129027693	0.349711966025785	0.690540093864007	Surf1
FBgn0029118	753.897608486481	0.0944622774880521	0.0656534578925311	1.4388012531294	0.150206841256149	0.48722286096154	Sucb
FBgn0029121	384.446053803724	-0.0401949166998046	0.0859767471885838	-0.467509158163892	0.640135641375297	0.857244019744158	Sras
FBgn0029123	42.3774147054997	0.210919664741219	0.27995852727114	0.753396107620407	0.451211921098559	0.758956839010986	SoxN
FBgn0029131	1390.26225668431	-0.12826540468007	0.0892601261685206	-1.43698435332601	0.150722439497561	0.487706854515202	Debcl
FBgn0029133	2847.33952390473	-0.0485744452949568	0.055138029500399	-0.880960849255689	0.378339010741748	0.710820770181524	REG
FBgn0029134	3909.34993847518	-0.132806394277865	0.0580892646962756	-2.28624677850983	0.0222398255224679	0.202593585961301	Prosbeta5
FBgn0029137	83.6915647040555	-0.153648342486614	0.158908892416787	-0.966895811491937	0.333596120713419	0.679507476946672	Patsas
FBgn0029147	270.398166690194	-0.725871054452738	0.29426314931328	-2.46674126932543	0.0136348837833621	0.153624152722139	NtR
FBgn0029148	866.297517384568	-0.179978702720463	0.065641630247699	-2.74183779472436	0.0061096504029903	0.0912505850511131	NHP2
FBgn0029152	3139.54732400483	-0.107386995630549	0.0729766372903932	-1.4715256775018	0.141149008578368	0.473872478251081	Mkrn1
FBgn0029155	3564.12106236213	0.24377630912412	0.0959193675310867	2.54147118980026	0.0110387043245241	0.13578002688906	Men-b
FBgn0029157	3888.20261404062	-0.139963121956023	0.0640498832669244	-2.18522056274068	0.0288726785357856	0.233991745606987	ssh
FBgn0029158	571.801714170854	0.0453632592174973	0.0685914521933963	0.661354407391665	0.508385057352605	0.794044070951582	Las
FBgn0029161	6.84302660166006	0.0282751640460567	0.506422632166945	0.0558331366927053	0.955474736843646	0.987418930338861	slmo
FBgn0029167	1301.07894706223	-1.12650093900914	0.269890648617517	-4.17391615744935	2.99407979812196e-05	0.00211152024968217	Hml
FBgn0029170	42.088913643695	1.05263202830505	0.347590995599842	3.02836391514836	0.00245881792012517	0.0497793764855759	TwdlT
FBgn0029172	7165.29489515805	-0.220015879900336	0.152534599019217	-1.44239983134985	0.149189611410507	0.485698615686484	Fad2
FBgn0029174	3914.71049829104	-0.118497652669582	0.0712780965748877	-1.6624693750777	0.0964186988767093	0.399829721315451	FKBP59
FBgn0029175	725.913813708578	-0.0660329712176485	0.0902453337929498	-0.731705102550213	0.464348581343378	0.767595163415963	Ext2
FBgn0029176	23657.6770440747	-0.11565054839701	0.134156644273387	-0.862056061579291	0.388656668558932	0.717670342202889	eEF1gamma
FBgn0029501	0	NA	NA	NA	NA	NA	Crtp
FBgn0029502	753.124619904913	0.0729417320694745	0.0559083105042824	1.30466707742648	0.192006236667203	0.543644456276518	COQ7
FBgn0029503	599.41197884986	-0.180463097481783	0.0976247129688757	-1.84853908394402	0.0645243957783492	0.342695952223376	CHORD
FBgn0029504	1591.23496521854	0.112315033961033	0.0927211701106384	1.21132028238011	0.225772678328742	0.578919636774086	CHES-1-like
FBgn0029506	5102.42841085509	0.0794691019839426	0.0738482873803527	1.07611299872995	0.281876722903556	0.632876126461648	Tsp42Ee
FBgn0029507	2115.78748791873	0.41859850670041	0.148258188487773	2.82344274518728	0.00475109110302415	0.0771269898316234	Tsp42Ed
FBgn0029508	217.647619263279	0.328938326077123	0.159389028245595	2.06374510026046	0.0390418907832153	0.268750546186464	Tsp42Ea
FBgn0029512	1992.69873527403	-0.157622481219131	0.0956689159398401	-1.6475830176465	0.0994382676614911	0.405249947312368	Aos1
FBgn0029514	341.473805278114	-0.0779162833671169	0.11776661661175	-0.661616047134899	0.508217320596166	0.794044070951582	312
FBgn0029518	0.908026036280461	1.01471506977236	1.42919254256483	0.709991858725591	0.477709184766289	NA	CG13376
FBgn0029521	2.78333401284208	0.766645084432083	0.907582849947874	0.84471085419487	0.398272297742399	NA	Or1a
FBgn0029522	624.770425815281	-0.16052377483357	0.134487784169253	-1.19359372172829	0.232636931058049	0.586610452701811	CG13373
FBgn0029523	42.1803925056249	-0.0949998809136243	0.190819133625259	-0.497853014573423	0.618587646262318	0.847245012921419	NA
FBgn0029524	13.8932249245896	-0.176952018621012	0.356698650930111	-0.496082668548366	0.619836086613372	0.847945403513258	CG3176
FBgn0029525	1514.82848261735	-0.100834611256281	0.0612353144927762	-1.6466741796219	0.0996250341820553	0.405330115264723	CG18273
FBgn0029526	53.2742816410503	0.0746262042018592	0.2108096083124	0.353998116116558	0.72334029506516	0.895653626756077	NA
FBgn0029529	115.658344966568	-0.256475523499575	0.236369244235074	-1.08506300948572	0.27789374911359	0.629904328290894	CG13365
FBgn0029531	1.82986922494005	0.541560049104184	1.04414177829414	0.518665242941389	0.603994203425156	NA	CG13362
FBgn0029532	1.49708275368418	0.672954021282482	1.22127789308514	0.551024484347698	0.581616890407795	NA	CG13361
FBgn0029535	0.115220781133552	0	3.95087700848185	0	1	NA	CG14635
FBgn0029539	0.140427151081958	0.738253711042866	3.95087700848185	0.186858186032611	0.851771824397845	NA	CG11663
FBgn0029552	0.0723790718322713	-0.944850717694881	3.95087700848185	-0.239149615557875	0.810989570081073	NA	CG14631
FBgn0029568	367.286206715702	-3.54824146817656	1.13573327916286	-3.12418552249516	0.00178297999062682	0.0400181350952875	CG11381
FBgn0029573	0.904446553874057	1.23379883343434	1.42692263687095	0.864657131055049	0.387227005252275	NA	CG14770
FBgn0029580	23.0166836102783	-0.0355818416163299	0.298618090834981	-0.119155010055947	0.905152549408859	0.969910394310217	CG14778
FBgn0029587	0.997472084843013	0.624924011046849	1.41538301467813	0.441522898442413	0.658834487911001	NA	CG14797
FBgn0029588	94.66297618221	0.0324491635842088	0.159627393145136	0.203280670972966	0.838915662450312	0.944556236988092	CG14798
FBgn0029589	1.65661026735452	2.03350768621454	1.28146482466778	1.58686188420484	0.112543929231471	NA	CG14810
FBgn0029590	3.0416196317876	-0.231997095106645	0.759954621772624	-0.305277563238582	0.760154762778005	NA	CG14811
FBgn0029594	466.664890404021	-0.119508256849086	0.0906071583713644	-1.31897146977358	0.187178650728473	0.537328277292704	CG14806
FBgn0029596	1.81326546282802	0.787181219853813	0.987744364480877	0.796948328090464	0.425481041571638	NA	CG14054
FBgn0029603	49.4613865225449	-0.196638720542216	0.192565252373304	-1.02115370306277	0.307181622964365	0.657811605304964	CG14053
FBgn0029606	1.43074400026947	0.179669205586733	1.22472559302265	0.146701601248738	0.883367554667087	NA	CG14052
FBgn0029608	777.84993243265	0.150250841537135	0.144122794279416	1.04251962563144	0.297170831315074	0.64860082962327	CG3091
FBgn0029629	2337.32457778634	-0.101379290778574	0.0881865245600405	-1.14960070469215	0.250308367806219	0.603553973802445	eIF3g1
FBgn0029639	82.7421493254258	0.855363828575924	0.223518726279454	3.82681058904436	0.000129814326089544	0.00649010684754719	CG14419
FBgn0029642	0.696513619608753	-1.47999889694739	1.86468155347862	-0.793700615628664	0.427369741773697	NA	CG3592
FBgn0029643	1.20577470378439	0.549202978708705	1.23224963945896	0.445691328382	0.655820229353808	NA	CG14420
FBgn0029644	7.04619507711338	-0.427097419978402	0.487070954527289	-0.876868998261058	0.380557796744354	0.71147471515636	CG14421
FBgn0029645	1.13124832955531	-1.50814032270533	1.3458854484882	-1.12055622891189	0.262476805475193	NA	CG14422
FBgn0029646	7.74746262645435	-0.286696847563407	0.434405959257654	-0.659974481135886	0.509270205640194	0.794610757488999	CG14423
FBgn0029647	0.407575926259322	-0.231153812023118	1.96402809079338	-0.117693740281353	0.906310326840108	NA	CG17959
FBgn0029648	273.853409351906	0.414112577305664	0.103949477388802	3.98378700603523	6.78256682793259e-05	0.004035058891098	CG3603
FBgn0029649	0.230676907762899	-0.463966156625406	2.76737205893986	-0.167655865110941	0.866854019155776	NA	CG4116
FBgn0029656	0.983662126288291	2.67652704470974	1.53363820698462	1.74521411407207	0.0809476053161133	NA	CG10793
FBgn0029657	14.3455738405023	0.710457417355426	0.320883549301557	2.2140661897496	0.0268242260405477	0.224040143612386	CG12535
FBgn0029658	0.400545105376683	0.498940011421155	1.80592013212375	0.276280220008625	0.782332847041695	NA	CG14269
FBgn0029659	0.107142892718165	0.257358366841836	3.95087700848185	0.0651395541519851	0.94806288763189	NA	CG16782
FBgn0029660	0.583036985471466	0.131226816151377	1.64375691578563	0.0798334686176254	0.936369705159138	NA	CG10801
FBgn0029661	0	NA	NA	NA	NA	NA	CG16781
FBgn0029662	26.2279332601666	-0.409089009076111	0.275557411463103	-1.48458721144174	0.137653205208027	0.470134412757193	CG12206
FBgn0029663	44.3833095266565	-0.0795657545024381	0.226253970288149	-0.351665671992876	0.72508900786452	0.895970392753455	CG10804
FBgn0029664	821.296394884169	-0.111056090270129	0.0715828841146669	-1.55143358141634	0.120797812780025	0.442945679187867	CG10802
FBgn0029665	469.403291883036	-0.140862809983865	0.0914759368243894	-1.53988923069775	0.123587356306117	0.446123118418102	CG14270
FBgn0029666	1464.37452460811	-0.00588503417456713	0.0873408473720221	-0.0673800902056772	0.946279118877085	0.982690203745366	CG10803
FBgn0029667	1.69260933220141	-1.66519945032053	0.941680523046989	-1.76832737809258	0.0770061894749793	NA	Gas8
FBgn0029669	0.545128038970612	0.393412368409621	2.21549998500058	0.177572724474434	0.85905854679067	NA	CG13021
FBgn0029672	1181.90215311838	-0.0877717250083554	0.0892588964518477	-0.983338675441785	0.325440781303724	0.67437611988779	CG2875
FBgn0029676	1168.61266669267	-0.0725456556278546	0.101211901440334	-0.716770010201037	0.473516019217991	0.773978831719476	HIP-R
FBgn0029681	1.28657342107195	-0.194923388229005	1.57949586283569	-0.123408609554099	0.901783539751028	NA	CG15239
FBgn0029685	2759.79638686432	-0.0144677514205567	0.0912386771406993	-0.158570376883544	0.874007369271861	0.959191752961788	CG2938
FBgn0029686	516.624716788176	0.0104366246893114	0.106492126509332	0.098003721321096	0.921929338408493	0.975328254572282	CG2941
FBgn0029687	5406.80317802617	-0.0628080489516068	0.0416926126133625	-1.50645510114847	0.131950384813422	0.459915095770711	Vap33
FBgn0029688	4903.45837422865	0.00439112871813295	0.0864095619697405	0.0508176250178269	0.959470846289137	0.987994938449954	lva
FBgn0029689	796.600017399143	0.168341674919647	0.0844529459687894	1.99331915528275	0.0462265101723547	0.292667126531157	CG6428
FBgn0029690	0.304796499272741	1.22317089042231	3.21709051634842	0.380210281372709	0.703789327894658	NA	CG6414
FBgn0029693	711.239151476128	0.0839407068837268	0.0914820235285198	0.917565043339449	0.358846625909681	0.697455323838692	CG6379
FBgn0029694	2.37869177875035	-0.56606222227869	0.81870965935404	-0.69140777296473	0.489309320702017	NA	CG15375
FBgn0029696	39.4430148162318	-0.132862736882193	1.76393405232085	-0.0753218277675304	0.939958654764997	0.981730025453343	CG15571
FBgn0029697	1165.14808228388	-3.04658584803248	1.4956365765809	-2.03698271073119	0.0416517746139499	0.279842112217005	CG15570
FBgn0029700	0.140249061013524	-1.66651978809755	3.9458509048995	-0.422347379123793	0.672771480367438	NA	CG15576
FBgn0029702	0	NA	NA	NA	NA	NA	CG15572
FBgn0029703	0	NA	NA	NA	NA	NA	CG12692
FBgn0029705	0.199940323395535	0.257360810672199	3.46553710625693	0.0742628928161066	0.940801202712425	NA	CG12693
FBgn0029706	1539.38438021223	0.0422082391539327	0.0584642962615112	0.721948981736392	0.470325844910528	0.772082614837708	CG3626
FBgn0029707	0.525777517233457	0.201731532101576	2.18220308349108	0.0924439772025466	0.92634530024001	NA	CG12688
FBgn0029708	134.8957837211	0.319942034194275	0.152461113311307	2.09851566242332	0.035859617802874	0.259348712266422	CG3556
FBgn0029709	1219.92052524365	-0.050974934427567	0.117047924057985	-0.435504814270044	0.663196045297212	0.86846712818126	CHOp24
FBgn0029710	102.448052900892	0.159452784600665	0.206449655493532	0.772356748280751	0.439903163324046	0.750894830104645	CG3568
FBgn0029711	1089.92875734499	0.0276588862761053	0.127713471575088	0.216569841340844	0.828543591044508	0.941118239094685	Usf
FBgn0029712	58.458339714685	-0.187321783830226	0.220985414212404	-0.847665826714602	0.396624103085583	0.723619928336871	CG15912
FBgn0029713	753.894321061193	-0.0221001760513936	0.174951733719132	-0.126321560704698	0.899477389991955	0.968295095618438	CG11436
FBgn0029714	458.969453415812	-0.0710294987729912	0.163184917945776	-0.43526999717335	0.663366459923907	0.868476694336081	CG3527
FBgn0029715	1860.34950302873	-0.150273576197484	0.0798228991605287	-1.88258729985833	0.0597563188309058	0.329559266909092	CG11444
FBgn0029716	0.0589268544508495	0.257362870830094	3.95087700848185	0.0651406941490662	0.948061979973568	NA	CG3546
FBgn0029717	0.194694949259398	-1.68265544288309	3.48831804322031	-0.482368700914011	0.629544051297846	NA	CG12684
FBgn0029718	618.53189233679	-0.115038223646419	0.0822776750864056	-1.398170567236	0.162061852979424	0.506390918808024	mRpL30
FBgn0029719	1.61460609750579	0.301831294806195	1.05223190032798	0.286848644972761	0.774228214017676	NA	CG15473
FBgn0029720	66.4182197014344	0.219636416066985	0.203036114847781	1.08176033722694	0.279359034776959	0.630808812837116	CG3009
FBgn0029722	7.14154552702333	-0.113313311539727	0.446910299451485	-0.253548221374182	0.799844602900536	0.929745333051018	CG7024
FBgn0029723	341.435199090781	-0.0300455384850004	0.101895971898266	-0.294864830525373	0.768097139228063	0.915055478071349	Proc-R
FBgn0029724	0.109435889360206	0.257358366841836	3.95087700848185	0.0651395541519851	0.94806288763189	NA	CG15472
FBgn0029725	0	NA	NA	NA	NA	NA	CG2871
FBgn0029727	1.76681288745256	1.42995826992532	1.11372899610168	1.28393736261741	0.19916387287051	NA	CG6978
FBgn0029728	38.7834238963759	0.101542227131534	0.298947479314528	0.339665774618221	0.734108238778109	0.898803817915614	CG2861
FBgn0029729	0.0574805504415808	0.257362870830094	3.95087700848185	0.0651406941490662	0.948061979973568	NA	CG12682
FBgn0029730	0	NA	NA	NA	NA	NA	boil
FBgn0029733	3198.91560429632	-0.135437939597721	0.128949672340076	-1.05031627564383	0.293572724652376	0.643804070266115	CG6927
FBgn0029736	696.193974453475	-0.0502133693827149	0.104922397303464	-0.478576268491885	0.632240104415934	0.854167110123942	CG4041
FBgn0029737	1112.43514589033	-0.108114670166943	0.0752320372922917	-1.43708284473137	0.150694455155141	0.487706854515202	CG6903
FBgn0029740	0.120700608466309	0.738253711042866	3.95087700848185	0.186858186032611	0.851771824397845	NA	CG12680
FBgn0029745	0.35373710133128	-1.65075856356797	2.22298795125075	-0.742585474941139	0.457732685101883	NA	Rpn13R
FBgn0029747	0.278359376758401	0.733218904004987	3.25357210548473	0.225358123389661	0.821700686418458	NA	CG5062
FBgn0029750	47.4569651169047	0.0331693388314698	0.181989690550794	0.182259438603815	0.855379128787338	0.952584931939929	CG3323
FBgn0029751	6.7834702221329	-0.18920624771198	0.487263127201989	-0.388304054112321	0.697791037443759	0.883614587306964	CG17764
FBgn0029752	2.33109827177957	-0.590783127082902	0.964892028151605	-0.61227900101386	0.540353180570988	NA	TrxT
FBgn0029753	37.1511937894035	-0.515640239484543	0.228123658364812	-2.26035406928262	0.0237992847193758	0.209107741729895	CG4198
FBgn0029754	4.45447602319534	0.245227472232858	0.655117935805776	0.374325688291888	0.708162022514343	0.889346113325981	CG15930
FBgn0029755	707.816624805537	-0.212251617237665	0.0815021076804114	-2.60424697321882	0.00920763802210643	0.121041472112093	Sas10
FBgn0029756	862.91693694184	-0.123328321333759	0.0899224566138733	-1.37149635338957	0.170220279507239	0.518146811699573	CG3309
FBgn0029761	256.987986790678	0.115454798046241	0.222753752643721	0.518306859821585	0.60424418752918	0.839994470345943	SK
FBgn0029762	850.891074171443	0.335246150384809	0.169211059507834	1.98123072664341	0.0475654048996482	0.297111746691032	NAAT1
FBgn0029763	3950.12998156613	-0.108041363475067	0.0818318667532079	-1.32028472234298	0.186739974438312	0.537167473742188	Usp16-45
FBgn0029765	97.1252563943519	-0.0449172706081021	0.218844087809416	-0.205247813901279	0.83737851444886	0.943837796347063	CG16756
FBgn0029766	3822.70040394896	0.291932294005722	0.23370710551109	1.24913743365783	0.211614811131018	0.565245402590657	CG15784
FBgn0029768	398.818684555805	0.145980644509734	0.152198833224922	0.959144307591382	0.337486052120353	0.682989161731213	SPR
FBgn0029769	1090.0330984317	0.24958806573744	0.225561738741176	1.10651774157422	0.268502489248932	0.620809979596863	frma
